id,title,release_date,popularity,vote_average,vote_count,genres,runtime,budget,revenue,production_countries,release_year,release_month,release_day,roi,vote_average_log,vote_count_log,budget_log,revenue_log,roi_log,language_name
1669,The Hunt for Red October,1990-03-02,6.0228,7.381,3396,"['Action', 'Adventure', 'Thriller']",135,30000000.0,200512643.0,['United States of America'],1990,3,2,5.683754766666667,2.125967239116769,8.130647968160584,17.216707972959764,19.11638786506669,1.8996799204530455,English
5549,RoboCop 2,1990-06-22,4.5701,6.024,1966,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",117,35000000.0,45681173.0,['United States of America'],1990,6,22,0.3051763714285714,1.9493328563328156,7.584264818389059,17.370858648025116,17.63719682350717,0.26633818216262606,English
11005,Awakenings,1990-12-04,5.3103,7.777,2642,['Drama'],120,31000000.0,52096475.0,['United States of America'],1990,12,4,0.6805314516129032,2.1721346636099805,7.879669914604289,17.249497794707484,17.768607865280494,0.5191100836359174,English
1700,Misery,1990-11-30,5.0909,7.747,4834,"['Drama', 'Thriller']",107,20000000.0,61300000.0,['United States of America'],1990,11,30,2.065,2.168710784437718,8.483636407887394,16.811242881518265,17.931290417219653,1.1200475693881746,English
9399,Lionheart,1990-06-07,4.8938,6.56,1075,['Action'],105,6000000.0,24271196.0,['United States of America'],1990,6,7,3.045199333333333,2.0228711901914416,6.98100574072173,15.607270193858982,17.004800896634915,1.3975308282414876,English
9558,King of New York,1990-07-18,4.365,6.743,715,"['Thriller', 'Crime']",103,,2554712.0,"['Italy', 'United States of America']",1990,7,18,,2.0467892094045865,6.573680166960646,,14.75345044654347,,English
1375,Rocky V,1990-11-16,4.7016,5.8,3276,['Drama'],104,42000000.0,119946358.0,['United States of America'],1990,11,16,1.8558656666666666,1.916922612182061,8.094683648698815,17.553180200057167,18.602555192474977,1.049375007890276,English
39101,Dragon Ball Z: The Tree of Might,1990-06-07,4.4159,6.504,585,"['Action', 'Animation', 'Science Fiction']",61,,8633074.0,['Japan'],1990,6,7,,2.0154362117039235,6.373319789577012,,15.971111314774038,,Japanese
1498,Teenage Mutant Ninja Turtles,1990-03-30,3.7593,6.689,1838,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",93,13500000.0,201965915.0,"['Hong Kong', 'United States of America']",1990,3,30,13.960438148148148,2.0397907360500436,7.516977224604321,16.41820031748273,19.123609508455253,2.705409260095264,English
483,Wild at Heart,1990-08-17,3.5735,7.0,1767,"['Crime', 'Thriller', 'Romance']",125,9500000.0,14569027.0,['United States of America'],1990,8,17,0.5335817894736842,2.0794415416798357,7.477604243197589,16.066802461833923,16.49440846352323,0.42760603831369787,English
11077,Problem Child,1990-07-27,4.0661,6.134,861,"['Comedy', 'Family']",81,10000000.0,72000000.0,['United States of America'],1990,7,27,6.2,1.9648720869366998,6.759255270663693,16.118095750958314,18.09217669086922,1.9740810260220096,English
39100,Dragon Ball Z: The World's Strongest,1990-03-10,3.9727,6.596,517,"['Action', 'Animation', 'Science Fiction']",60,,1009767.0,['Japan'],1990,3,10,,2.0276217929500393,6.249975242259483,,13.825231159461378,,Japanese
34636,The NeverEnding Story II: The Next Chapter,1990-10-25,3.3367,5.761,821,"['Family', 'Fantasy', 'Adventure', 'Drama']",89,32000000.0,16283667.0,['Germany'],1990,10,25,-0.49113540625,1.9111708081085408,6.71174039505618,17.281246492014,16.605673200286137,0.0,German
451767,OL renzoku rape: Kyonyû musaboru,1990-08-31,3.768,3.7,9,"['Crime', 'Thriller']",60,,,['Japan'],1990,8,31,,1.547562508716013,2.302585092994046,,,,Japanese
53932,The Ages of Lulu,1990-12-03,3.3935,6.377,281,['Drama'],95,,,['Spain'],1990,12,3,,1.9983670519021652,5.641907070938114,,,,Spanish
11587,The Exorcist III,1990-08-17,3.1184,6.247,802,['Horror'],110,9300000.0,39024251.0,['United States of America'],1990,8,17,3.1961560215053764,1.9805875901271444,6.688354713946762,16.04552506565036,17.479693856981566,1.4341688732329887,English
1551,Flatliners,1990-08-10,3.4518,6.497,1599,"['Drama', 'Science Fiction', 'Horror']",115,26000000.0,61489265.0,['United States of America'],1990,8,10,1.3649717307692308,2.014502940520925,7.3777589082278725,17.073607134447293,17.934373180958097,0.8607660687093407,English
12516,Dreams,1990-05-11,3.3103,7.7,500,"['Fantasy', 'Drama']",119,12000000.0,2970161.0,"['United States of America', 'Japan']",1990,5,11,-0.7524865833333333,2.1633230256605382,6.2166061010848646,16.300417291085605,14.904127054745878,0.0,Japanese
9768,Cry-Baby,1990-04-06,2.7218,6.531,1514,"['Comedy', 'Romance']",85,11000000.0,8266343.0,['United States of America'],1990,4,6,-0.24851427272727272,2.0190278351192146,7.323170717943469,16.213405921671733,15.927702889447257,0.0,English
2291,Jacob's Ladder,1990-11-02,3.4002,7.355,1715,"['Drama', 'Mystery', 'Horror']",113,25000000.0,26118851.0,['United States of America'],1990,11,2,0.04475404,2.122860162047357,7.447751280047908,17.034386422832473,17.078167910411224,0.043781489292227777,English
19185,Night of the Living Dead,1990-10-19,2.5707,6.852,872,['Horror'],88,4200000.0,5835247.0,['United States of America'],1990,10,19,0.38934452380952383,2.0607682764142146,6.771935555839602,15.250595321348806,15.579427324941848,0.3288320703159145,English
283427,A Woman and Seven Husbands,1990-01-01,3.1389,0.0,0,['Drama'],105,,,['Taiwan'],1990,1,1,,0.0,0.0,,,,Chinese(Traditional)
8592,Dick Tracy,1990-04-05,2.6868,6.1,967,"['Adventure', 'Comedy', 'Crime']",105,47000000.0,103738726.0,['United States of America'],1990,4,5,1.2072069361702127,1.9600947840472698,6.875232087276577,17.665658180950928,18.457386055749968,0.7917278864360326,English
81128,A Moment of Romance,1990-06-14,3.2222,7.1,54,"['Action', 'Romance', 'Crime']",92,,,['Hong Kong'],1990,6,14,,2.0918640616783932,4.007333185232471,,,,Chinese(Simplified)
18311,Days of Being Wild,1990-12-15,3.0676,7.3,525,"['Crime', 'Drama', 'Romance']",94,,3255404.0,['Hong Kong'],1990,12,15,,2.1162555148025524,6.26530121273771,,14.99582724984792,,Chinese(Simplified)
316417,Let's Make Love 3,1990-11-19,3.282,4.6,7,"['Music', 'Comedy']",92,,,['Yugoslavia'],1990,11,19,,1.7227665977411035,2.0794415416798357,,,,Serbo-Croatian
20815,The Handmaid's Tale,1990-02-15,3.4574,6.2,247,"['Drama', 'Science Fiction']",108,13000000.0,5000000.0,"['Germany', 'United States of America']",1990,2,15,-0.6153846153846154,1.9740810260220096,5.5134287461649825,16.380459992348886,15.424948670398354,0.0,English
17466,Death Warrant,1990-09-14,2.9346,6.229,579,"['Action', 'Crime', 'Thriller', 'Mystery']",89,4000000.0,16853487.0,"['Canada', 'United States of America']",1990,9,14,3.21337175,1.9781007140181601,6.363028103540465,15.201805169084134,16.640068196307848,1.4382632178887809,English
11909,Bullet in the Head,1990-08-17,3.2109,7.575,285,"['Action', 'Crime', 'Thriller', 'War']",131,3500000.0,,['Hong Kong'],1990,8,17,,2.1488509930520037,5.655991810819852,15.068273812173887,,,Chinese(Simplified)
18767,Island of Fire,1990-03-28,2.8753,6.2,132,"['Action', 'Crime', 'Drama']",124,,,['Taiwan'],1990,3,28,,1.9740810260220096,4.890349128221754,,,,Chinese(Simplified)
10173,Marked for Death,1990-10-05,2.9115,6.1,547,"['Action', 'Crime', 'Drama', 'Thriller']",93,12000000.0,46044400.0,['United States of America'],1990,10,5,2.8370333333333333,1.9600947840472698,6.306275286948016,16.300417291085605,17.645116728040065,1.3446994985696226,English
26936,Boiling Point,1990-09-15,2.7575,6.89,205,"['Crime', 'Comedy', 'Drama', 'Action', 'Thriller']",96,,,['Japan'],1990,9,15,,2.065596134857783,5.327876168789581,,,,Japanese
379,Miller's Crossing,1990-09-21,2.957,7.46,1706,"['Drama', 'Thriller', 'Crime']",115,14000000.0,5080409.0,['United States of America'],1990,9,21,-0.6371136428571429,2.135349173618132,7.442492722794441,16.454567959008102,15.440902524959313,0.0,English
14249,Revenge,1990-02-16,2.8535,6.502,453,"['Thriller', 'Romance', 'Drama']",123,,15645616.0,"['Mexico', 'United States of America']",1990,2,16,,2.0151696516596957,6.118097198041348,,16.565701371827455,,English
16814,Crazy People,1990-04-13,2.9373,5.781,89,"['Comedy', 'Romance']",90,,,['United States of America'],1990,4,13,,1.9141245837017051,4.499809670330265,,,,English
9569,Hard to Kill,1990-02-09,3.0993,5.99,625,"['Action', 'Drama', 'Crime', 'Thriller']",95,10000000.0,47410000.0,"['United States of America', 'Spain']",1990,2,9,3.741,1.944480556245719,6.439350371100098,16.118095750958314,17.6743437559709,1.5562480839199813,English
45447,She Shoots Straight,1990-04-07,2.9374,6.464,28,"['Action', 'Crime']",92,,,['Hong Kong'],1990,4,7,,2.010091463545043,3.367295829986474,,,,Chinese(Simplified)
9588,Quigley Down Under,1990-10-17,3.3216,6.688,394,['Western'],119,,21413845.0,"['United States of America', 'Australia']",1990,10,17,,2.0396606716679915,5.978885764901122,,16.879548280117568,,English
9356,Look Who's Talking Too,1990-12-14,2.8159,5.476,1409,"['Romance', 'Comedy']",81,12000000.0,120889074.0,['United States of America'],1990,12,14,9.0740895,1.8681030358153887,7.251344983372214,16.300417291085605,18.610383947564817,2.309966731540496,English
10837,DuckTales: The Movie - Treasure of the Lost Lamp,1990-08-03,2.8375,6.7,894,"['Adventure', 'Animation', 'Family', 'Comedy', 'Fantasy']",74,20000000.0,18115724.0,['France'],1990,8,3,-0.0942138,2.0412203288596382,6.796823718274855,16.811242881518265,16.7122909035916,0.0,English
25018,Leatherface: The Texas Chainsaw Massacre III,1990-01-12,3.4131,5.302,584,"['Horror', 'Thriller']",85,2000000.0,55800000.0,['United States of America'],1990,1,12,26.9,1.8408670433350829,6.371611847231857,14.508658238524095,17.837284445272687,3.32862668882732,English
10166,The Witches,1990-05-25,2.7581,6.936,1285,"['Fantasy', 'Family', 'Horror']",91,11000000.0,15400000.0,"['United Kingdom', 'United States of America']",1990,5,25,0.4,2.0714093699825717,7.1592919047975645,16.213405921671733,16.54987813231892,0.33647223662121295,English
6723,The Rookie,1990-12-07,3.5632,5.866,569,"['Action', 'Crime', 'Drama', 'Thriller']",121,10000000.0,21600000.0,['United States of America'],1990,12,7,1.16,1.9265816950355004,6.345636360828596,16.118095750958314,16.888203918950687,0.7701082216960736,English
12638,Kill Cruise,1990-04-05,1.0434,3.6,14,['Thriller'],98,,,['Germany'],1990,4,5,,1.5260563034950494,2.70805020110221,,,,German
9086,Young Guns II,1990-08-01,2.3346,6.501,555,"['Western', 'Adventure']",104,20000000.0,59000000.0,['United States of America'],1990,8,1,1.95,2.0150363449874993,6.320768294250582,16.811242881518265,17.893048018819147,1.0818051703517284,English
1727,Bird on a Wire,1990-05-18,2.7247,6.222,963,"['Action', 'Adventure', 'Comedy', 'Romance']",110,20000000.0,138697012.0,['United States of America'],1990,5,18,5.9348506,1.977131922855266,6.871091294610546,16.811242881518265,18.747802349364626,1.9365595106364015,English
951,Kindergarten Cop,1990-12-21,2.5313,6.114,2594,['Comedy'],111,15000000.0,201957688.0,['United States of America'],1990,12,21,12.463845866666666,1.9620646735262635,7.861341795599989,16.52356082573315,19.123568773029547,2.6000080090115305,English
18860,Swordsman,1990-04-05,2.8253,7.0,83,"['Action', 'Adventure']",120,2068041.0,,"['Hong Kong', 'Taiwan']",1990,4,5,,2.0794415416798357,4.430816798843313,14.542112823881979,,,Chinese(Simplified)
1132879,Abnormal Petting,1990-01-31,2.5468,2.0,1,[],53,,,['Japan'],1990,1,31,,1.0986122886681098,0.6931471805599453,,,,Japanese
36992,Shakma,1990-10-05,2.5331,5.3,88,"['Horror', 'Science Fiction']",101,,,['United States of America'],1990,10,5,,1.840549633397487,4.48863636973214,,,,English
24249,Bad Influence,1990-03-09,2.5319,6.0,166,['Thriller'],99,7000000.0,12626043.0,['United States of America'],1990,3,9,0.8037204285714286,1.9459101490553132,5.117993812416755,15.76142084987672,16.35127222277612,0.5898514365551593,English
11092,Presumed Innocent,1990-07-27,2.3643,6.8,729,"['Mystery', 'Crime', 'Thriller']",127,22000000.0,221303188.0,['United States of America'],1990,7,27,9.059235818181818,2.0541237336955462,6.593044534142437,16.906553056777135,19.215044215220207,2.3084911993789294,English
44281,Halfaouine: Boy of the Terraces,1990-09-14,2.6113,6.431,58,"['Comedy', 'Drama']",98,,,"['France', 'Italy', 'Tunisia']",1990,9,14,,2.0056604391753323,4.07753744390572,,,,Arabic
1662,State of Grace,1990-09-14,1.8616,6.944,375,"['Drama', 'Crime', 'Thriller']",135,,,['United States of America'],1990,9,14,,2.0724169267428714,5.929589143389895,,,,English
11595,Another 48 Hrs.,1990-06-08,2.4943,6.006,914,"['Thriller', 'Action', 'Comedy', 'Crime']",95,38000000.0,153518974.0,['United States of America'],1990,6,8,3.039973,1.946766924775295,6.818924065275521,17.453096744006448,18.84933473298692,1.3962380087824093,English
9556,Darkman,1990-08-24,2.3553,6.432,1414,"['Action', 'Science Fiction', 'Thriller']",95,16000000.0,48900000.0,['United States of America'],1990,8,24,2.05625,2.0057950015115376,7.254884810077338,16.588099342704055,17.705287974894997,1.117188674241045,English
88889,"Skinny Tiger, Fatty Dragon",1990-06-28,2.7157,6.9,28,"['Action', 'Comedy', 'Crime']",104,,,['Hong Kong'],1990,6,28,,2.066862759472976,3.367295829986474,,,,Chinese(Simplified)
19384,Dark Angel,1990-01-26,2.4393,5.941,331,"['Action', 'Thriller', 'Science Fiction', 'Crime', 'Horror']",91,7000000.0,9200000.0,['United States of America'],1990,1,26,0.3142857142857143,1.9374458563574466,5.805134968916488,15.76142084987672,16.034714150714915,0.27329333499968134,English
16094,House Party,1990-01-20,2.268,6.38,241,['Comedy'],105,2500000.0,26385628.0,['United States of America'],1990,1,20,9.5542512,1.998773638612381,5.488937726156687,14.731801689838349,17.088330063840388,2.3565287361025393,English
40346,All for the Winner,1990-08-18,2.6364,6.7,89,"['Action', 'Comedy']",101,,,['Hong Kong'],1990,8,18,,2.0412203288596382,4.499809670330265,,,,Chinese(Simplified)
62734,Paganini,1990-05-25,4.1207,5.3,26,"['Drama', 'Music']",85,,,"['France', 'Italy']",1990,5,25,,1.840549633397487,3.295836866004329,,,,Italian
278943,Jury Duty: The Comedy,1990-01-14,1.1552,1.0,2,"['Comedy', 'TV Movie']",94,,,['United States of America'],1990,1,14,,0.6931471805599453,1.0986122886681098,,,,English
427910,Navy Seals,1990-07-20,2.2632,5.34,250,['Action'],113,,25069101.0,['United States of America'],1990,7,20,,1.8468787684491346,5.5254529391317835,,17.03714664978811,,English
19593,The Death of the Incredible Hulk,1990-02-18,2.2101,5.627,106,"['Action', 'Drama', 'Science Fiction', 'TV Movie']",95,,,['United States of America'],1990,2,18,,1.8911522131060898,4.672828834461906,,,,English
19086,Delta Force 2: The Colombian Connection,1990-08-24,2.0239,5.467,214,['Action'],111,,6698361.0,['United States of America'],1990,8,24,,1.8667123224644557,5.3706380281276624,,15.717373576859732,,English
57663,God of Gamblers II,1990-12-13,2.5208,6.8,102,"['Action', 'Comedy']",104,,,['Hong Kong'],1990,12,13,,2.0541237336955462,4.634728988229636,,,,Chinese(Simplified)
10169,Men at Work,1990-08-24,2.037,5.695,394,"['Comedy', 'Crime']",98,9000000.0,16200000.0,['United States of America'],1990,8,24,0.8,1.9013609791431358,5.978885764901122,16.012735246411598,16.600521861931007,0.5877866649021191,English
2565,Joe Versus the Volcano,1990-03-09,2.1019,5.758,543,"['Comedy', 'Romance']",102,25000000.0,39400000.0,['United States of America'],1990,3,9,0.576,1.9107269882920983,6.298949246855942,17.034386422832473,17.489276399648872,0.45488999143568737,English
20481,Nightbreed,1990-02-16,2.1627,6.377,487,"['Horror', 'Fantasy', 'Action']",121,11000000.0,8862354.0,['United States of America'],1990,2,16,-0.19433145454545456,1.9983670519021652,6.1903154058531475,16.213405921671733,15.997323088616744,0.0,English
41845,Heaven and Earth,1990-11-24,2.0967,6.2,16,"['Drama', 'History', 'War']",104,,,['Japan'],1990,11,24,,1.9740810260220096,2.833213344056216,,,,Japanese
42070,A Wind Named Amnesia,1990-12-22,2.1402,5.795,44,"['Animation', 'Drama', 'Science Fiction']",80,,,['Japan'],1990,12,22,,1.916187047603107,3.8066624897703196,,,,Japanese
530,A Grand Day Out,1990-05-18,2.2984,7.479,928,"['Family', 'Animation', 'Comedy']",24,17300.0,40118.0,['United Kingdom'],1990,5,18,1.3189595375722543,2.137592518321866,6.834108738813838,9.758519582283522,10.599605316540906,0.8411186098987725,English
67346,Magic Cop,1990-11-01,2.207,6.5,31,"['Comedy', 'Crime', 'Fantasy', 'Horror']",88,,,['Hong Kong'],1990,11,1,,2.0149030205422647,3.4657359027997265,,,,Chinese(Simplified)
4587,Mermaids,1990-12-14,2.4882,6.734,533,"['Comedy', 'Drama', 'Romance']",110,31000000.0,35419397.0,['United States of America'],1990,12,14,0.1425611935483871,2.045626193185105,6.280395838960195,17.249497794707484,17.382770194127097,0.13327240344455876,English
58412,Tiger Cage II,1990-08-11,2.2584,6.971,35,"['Action', 'Crime']",96,,818645.0,['Hong Kong'],1990,8,11,,2.075809955445786,3.58351893845611,,13.615407034962743,,Chinese(Simplified)
80861,Lupin the Third: The Hemingway Papers,1990-03-01,2.2781,6.263,40,"['Action', 'Animation', 'Comedy', 'TV Movie', 'Crime']",92,,,['Japan'],1990,3,1,,1.9827929666240312,3.713572066704308,,,,Japanese
17993,Henry & June,1990-09-28,2.1371,6.1,201,['Romance'],136,,11567449.0,['United States of America'],1990,9,28,,1.9600947840472698,5.308267697401205,,16.263705677298795,,English
11856,Air America,1990-08-10,1.9361,5.828,608,"['Action', 'Adventure', 'Comedy', 'Drama']",112,35000000.0,57661269.0,['United States of America'],1990,8,10,0.6474648285714286,1.9210318049321942,6.411818267709897,17.370858648025116,17.870096275599675,0.49923763880332467,English
40377,Psycho IV: The Beginning,1990-11-10,2.2648,5.67,276,"['Horror', 'Mystery', 'Thriller', 'TV Movie']",96,800000.0,,['United States of America'],1990,11,10,,1.8976198599275322,5.6240175061873385,13.592368256649284,,,English
20701,Tales from the Darkside: The Movie,1990-05-03,1.9337,6.159,390,"['Thriller', 'Comedy', 'Fantasy', 'Horror']",93,3500000.0,16324573.0,['United States of America'],1990,5,3,3.6641637142857144,1.9683703064140479,5.968707559985366,15.068273812173887,16.60818213783989,1.5399085501229035,English
12651,Memphis Belle,1990-09-07,2.0449,6.719,395,"['Drama', 'War', 'Action']",107,23000000.0,,"['Japan', 'United Kingdom', 'United States of America']",1990,9,7,,2.043684821967717,5.981414211254481,16.951004817371683,,,English
57104,Encounters of the Spooky Kind II,1990-02-09,2.1854,5.4,18,"['Action', 'Comedy', 'Fantasy', 'Horror']",100,,,['Hong Kong'],1990,2,9,,1.8562979903656263,2.9444389791664403,,,,Chinese(Simplified)
57286,Pantyhose Hero,1990-08-08,2.1335,6.0,13,"['Comedy', 'Action', 'Crime']",98,,,['Hong Kong'],1990,8,8,,1.9459101490553132,2.6390573296152584,,,,Chinese(Simplified)
10847,Lord of the Flies,1990-03-16,2.0025,6.37,572,"['Adventure', 'Drama', 'Thriller']",91,,13985225.0,['United States of America'],1990,3,16,,1.9974177062012453,6.35088571671474,,16.453512044659234,,English
9491,Blue Steel,1990-03-16,2.0672,5.819,423,['Thriller'],102,,8217997.0,['United States of America'],1990,3,16,,1.9197128335385159,6.049733455231958,,15.921837185057246,,English
10729,Quick Change,1990-07-13,1.8394,6.69,386,"['Comedy', 'Crime']",89,15000000.0,15260154.0,['United States of America'],1990,7,13,0.0173436,2.0399207835175526,5.958424693029782,16.52356082573315,16.54075574104292,0.01719491644629885,English
13995,Captain America,1990-12-14,1.8038,4.5,434,"['Action', 'Adventure', 'Science Fiction', 'War']",97,3000000.0,,"['United States of America', 'Yugoslavia']",1990,12,14,,1.7047480922384253,6.075346031088684,14.914123179965662,,,English
27274,Frankenhooker,1990-06-01,1.842,6.3,333,"['Comedy', 'Horror', 'Science Fiction']",85,2500000.0,205068.0,['United States of America'],1990,6,1,-0.9179728,1.9878743481543455,5.811140992976701,14.731801689838349,12.231101786854252,0.0,English
24944,Skinned Alive,1990-02-01,0.8144,5.472,18,"['Comedy', 'Horror']",78,18500.0,,['United States of America'],1990,2,1,,1.8674851797561907,2.9444389791664403,9.825580063659602,,,English
41821,Ju Dou,1990-04-21,1.9331,7.2,164,['Drama'],95,,,"['China', 'Japan']",1990,4,21,,2.1041341542702074,5.10594547390058,,,,Chinese(Traditional)
36884,"No Retreat, No Surrender 3: Blood Brothers",1990-01-25,1.8783,6.421,82,"['Action', 'Crime', 'Drama', 'Thriller']",101,,,['Hong Kong'],1990,1,25,,2.0043138189879963,4.418840607796598,,,,English
8996,Europa Europa,1990-11-14,1.8773,7.288,255,"['History', 'Drama', 'War']",112,,5575304.0,"['France', 'Germany', 'Poland']",1990,11,14,,2.114808685517127,5.545177444479562,,15.53385758233418,,German
8428,Pump Up the Volume,1990-08-22,1.9194,7.059,372,"['Music', 'Drama']",105,,11500000.0,"['Canada', 'United States of America']",1990,8,22,,2.0867894793423742,5.921578419643816,,16.257857680289998,,English
2469,Tie Me Up! Tie Me Down!,1990-01-22,1.6086,6.855,639,"['Comedy', 'Romance', 'Drama']",102,,3125224.0,['Spain'],1990,1,22,,2.0611502717075845,6.461468176353717,,14.955016838560763,,Spanish
11630,3 Men and a Little Lady,1990-11-21,1.7986,5.868,544,"['Family', 'Comedy']",104,,71600000.0,['United States of America'],1990,11,21,,1.9268729430352292,6.300785794663244,,18.086605645897354,,English
577711,Spanish Actress for Russian Minister,1990-01-25,2.813,5.7,3,['Comedy'],100,,,"['Chile', 'Soviet Union', 'Spain']",1990,1,25,,1.9021075263969205,1.3862943611198906,,,,Russian
6488,Arachnophobia,1990-07-20,1.9825,6.433,1430,"['Comedy', 'Horror']",109,31000000.0,53200000.0,['United States of America'],1990,7,20,0.7161290322580646,2.0059295457431565,7.266128779556451,17.249497794707484,17.789568973108864,0.5400711918624524,English
18129,The Grifters,1990-08-08,1.6352,6.5,434,"['Crime', 'Drama']",110,,13446769.0,"['Canada', 'United States of America']",1990,8,8,,2.0149030205422647,6.075346031088684,,16.414249486472922,,English
17009,Jetsons: The Movie,1990-06-06,1.8503,5.985,194,"['Animation', 'Comedy', 'Family', 'Science Fiction']",82,,,['United States of America'],1990,6,6,,1.943764992708925,5.272999558563747,,,,English
79894,North Korean Partisan in South Korea,1990-06-02,1.7208,7.2,10,"['War', 'History', 'Drama']",157,,,['South Korea'],1990,6,2,,2.1041341542702074,2.3978952727983707,,,,Korean
41003,White Palace,1990-10-19,2.1452,6.1,145,"['Drama', 'Romance']",103,,17487531.0,['United States of America'],1990,10,19,,1.9600947840472698,4.983606621708336,,16.676998727832682,,English
40359,Lethal Panther,1990-12-21,1.9127,5.8,14,"['Action', 'Thriller']",90,,,"['Taiwan', 'Hong Kong']",1990,12,21,,1.916922612182061,2.70805020110221,,,,Chinese(Traditional)
68922,Sword for Truth,1990-12-28,1.8105,4.273,11,"['Animation', 'Horror']",49,,,['Japan'],1990,12,28,,1.6625994605483327,2.4849066497880004,,,,Japanese
